[info] engine.cpp:110 | initialize() | Engine::initialize() started
[debug] dxc_util.cpp:458 | reflectSpirv_() | SPIR-V Reflection: Input variable - location: 3, name: 'in.var.TANGENT3'
[debug] dxc_util.cpp:480 | reflectSpirv_() | SPIR-V Reflection: Mapped location 3 to semantic 'TANGENT'
[debug] dxc_util.cpp:526 | reflectSpirv_() | SPIR-V Reflection: Added vertex input - semantic: 'TANGENT', location:3, format: 11
[debug] dxc_util.cpp:458 | reflectSpirv_() | SPIR-V Reflection: Input variable - location: 4, name: 'in.var.BITANGENT4'
[debug] dxc_util.cpp:480 | reflectSpirv_() | SPIR-V Reflection: Mapped location 4 to semantic 'BITANGENT'
[debug] dxc_util.cpp:526 | reflectSpirv_() | SPIR-V Reflection: Added vertex input - semantic: 'BITANGENT', location: 4, format: 11
[debug] dxc_util.cpp:458 | reflectSpirv_() | SPIR-V Reflection: Input variable - location: 5, name: 'in.var.COLOR5'
[debug] dxc_util.cpp:480 | reflectSpirv_() | SPIR-V Reflection: Mapped location 5 to semantic 'COLOR'
[debug] dxc_util.cpp:526 | reflectSpirv_() | SPIR-V Reflection: Added vertex input - semantic: 'COLOR', location: 5, format: 14
[debug] dxc_util.cpp:458 | reflectSpirv_() | SPIR-V Reflection: Input variable - location: 6, name: 'in.var.INSTANCE6'
[debug] dxc_util.cpp:480 | reflectSpirv_() | SPIR-V Reflection: Mapped location 6 to semantic 'INSTANCE'
[debug] dxc_util.cpp:514 | reflectSpirv_() | SPIR-V Reflection: Expanding INSTANCE matrix into 4 rows starting at location 6
[debug] dxc_util.cpp:522 | reflectSpirv_() | SPIR-V Reflection: Added INSTANCE row 0 at location 6
[debug] dxc_util.cpp:522 | reflectSpirv_() | SPIR-V Reflection: Added INSTANCE row 1 at location 7
[debug] dxc_util.cpp:522 | reflectSpirv_() | SPIR-V Reflection: Added INSTANCE row 2 at location 8
[debug] dxc_util.cpp:522 | reflectSpirv_() | SPIR-V Reflection: Added INSTANCE row 3 at location 9
[info] dxc_util.cpp:538 | reflectSpirv_() | SPIR-V Reflection: Extracted 10 vertex inputs total
[info] dxc_util.cpp:557 | reflectSpirv_() | Extracted 2 resource bindings from SPIRV shader.
[info] dxc_util.cpp:31 | compileHlslCode() | Compiling shader for target: ps_6_7
[info] dxc_util.cpp:138 | reflectShader() | Shader Reflection: Using SPIR-V backend for stage 16
[info] dxc_util.cpp:557 | reflectSpirv_() | Extracted 10 resource bindings from SPIRV shader.
[info] renderer.cpp:98 | initialize() | Renderer initialized successfully
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/logo\arise_logo_icon.png (271x263, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 9 mip levels via stb_image_resize2
[info] window.cpp:46 | setWindowIcon() | Window icon set successfully from: assets/logo\arise_logo_icon.png
[info] engine.cpp:296 | initialize() | Window icon set successfully from: assets/logo\arise_logo_icon.png
[info] light_system.cpp:360 | createEmptyBuffers_() | Created empty light buffers for Vulkan compatibility
[info] light_system.cpp:29 | initialize() | LightSystem initialized
[info] imgui_rhi_context.cpp:337 | initializeVulkan() | Successfully initialized ImGui Vulkan backend
[info] imgui_rhi_context.cpp:89 | initialize() | ImGui RHI context initialized successfully
[info] editor.cpp:1551 | setupInputHandlers_() | Editor input handlers configured with new architecture
[info] editor.cpp:69 | initialize() | Editor initialized successfully
[info] engine.cpp:371 | initialize() | Editor initialized successfully
[info] engine.cpp:390 | initialize() | Engine::initialize() completed
[info] application.cpp:22 | setup() | Application::setup() started
[info] config_manager.cpp:32 | addConfig() | Config loaded: assets/scenes\scene.json
[info] component_loaders.cpp:175 | g_createEntityFromConfig() | Created entity: Model_WaterBottle.gltf
[info] component_loaders.cpp:217 | g_processEntityComponents() | Starting async load for model: assets/models\gltf\2.0\WaterBottle\glTF\WaterBottle.gltf
[info] asset_loader.h:121 | loadModel() | Queued asset for loading: assets/models\gltf\2.0\WaterBottle\glTF\WaterBottle.gltf
[info] component_loaders.cpp:175 | g_createEntityFromConfig() | Created entity: Model_Avocado.gltf
[info] asset_loader.h:277 | loadModelInternal_() | Loading model: assets/models\gltf\2.0\WaterBottle\glTF\WaterBottle.gltf
[info] component_loaders.cpp:217 | g_processEntityComponents() | Starting async load for model: assets/models/gltf/2.0/Avocado\glTF\Avocado.gltf
[info] asset_loader.h:121 | loadModel() | Queued asset for loading: assets/models/gltf/2.0/Avocado\glTF\Avocado.gltf
[info] component_loaders.cpp:175 | g_createEntityFromConfig() | Created entity: MainCamera
[info] component_loaders.cpp:175 | g_createEntityFromConfig() | Created entity: DirectionalLight
[info] component_loaders.cpp:175 | g_createEntityFromConfig() | Created entity: Model_TwoSidedPlane.gltf
[info] component_loaders.cpp:217 | g_processEntityComponents() | Starting async load for model: assets/models/gltf/2.0/TwoSidedPlane/glTF/TwoSidedPlane.gltf
[info] asset_loader.h:121 | loadModel() | Queued asset for loading: assets/models/gltf/2.0/TwoSidedPlane/glTF/TwoSidedPlane.gltf
[info] component_loaders.cpp:175 | g_createEntityFromConfig() | Created entity: PointLight
[info] component_loaders.cpp:175 | g_createEntityFromConfig() | Created entity: Model_SciFiHelmet.gltf
[info] component_loaders.cpp:217 | g_processEntityComponents() | Starting async load for model: assets/models\gltf\2.0\SciFiHelmet\glTF\SciFiHelmet.gltf
[info] asset_loader.h:121 | loadModel() | Queued asset for loading: assets/models\gltf\2.0\SciFiHelmet\glTF\SciFiHelmet.gltf
[info] component_loaders.cpp:175 | g_createEntityFromConfig() | Created entity: Model_Duck.gltf
[info] component_loaders.cpp:217 | g_processEntityComponents() | Starting async load for model: assets/models\gltf\2.0\Duck\glTF\Duck.gltf
[info] asset_loader.h:121 | loadModel() | Queued asset for loading: assets/models\gltf\2.0\Duck\glTF\Duck.gltf
[info] application.cpp:39 | setup() | Application::setup() completed
[debug] cgltf_model_loader.cpp:485 | processBoundingBox() | Bounding box extracted from GLTF accessor data
[debug] cgltf_model_loader.cpp:78 | loadModel() | Mesh 'WaterBottle' bounding box: min(-0.05445001, -0.13022034, -0.054450024) max(0.05445001, 0.13022034, 0.054450024)
[info] cgltf_model_loader.cpp:97 | loadModel() | Model 'WaterBottle.gltf' combined bounding box calculated from 1 meshes
[info] cgltf_material_loader.cpp:17 | loadMaterials() | Loading materials from assets/models\gltf\2.0\WaterBottle\glTF\WaterBottle.gltf
[warning] cgltf_material_loader.cpp:90 | loadTextures() | Image is null for base color texture
[info] engine.cpp:147 | operator () | Window resize in editor mode - ignoring renderer resize
[info] light_system.cpp:263 | createOrUpdateDescriptorSet_() | Created new light descriptor set
[info] renderer.cpp:343 | onViewportResize() | Resizing viewport to 2032x1046
[debug] resource_deletion_manager.h:49 | enqueueForDeletion<struct VkDescriptorSet_T*>() | VkDescriptorSet 'ImGui_DescriptorSet_96757023244376' scheduled for deletion in 3 frames (frame 3)
[info] renderer.cpp:343 | onViewportResize() | Resizing viewport to 1470x1027
[debug] resource_deletion_manager.h:49 | enqueueForDeletion<struct VkDescriptorSet_T*>() | VkDescriptorSet 'ImGui_DescriptorSet_125344325566578' scheduled for deletion in 3 frames (frame 4)
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/models\gltf\2.0\WaterBottle\glTF\WaterBottle_baseColor.png (2048x2048, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 12 mip levels via stb_image_resize2
[info] texture_manager.cpp:110 | createTexture() | Created texture 'WaterBottle_baseColor.png' with dimensions 2048x2048
[warning] cgltf_material_loader.cpp:109 | loadTextures() | Image is null for metallic roughness texture
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/models\gltf\2.0\WaterBottle\glTF\WaterBottle_occlusionRoughnessMetallic.png (2048x2048, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 12 mip levels via stb_image_resize2
[info] texture_manager.cpp:110 | createTexture() | Created texture 'WaterBottle_occlusionRoughnessMetallic.png' with dimensions 2048x2048
[warning] cgltf_material_loader.cpp:128 | loadTextures() | Image is null for normal map texture
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/models\gltf\2.0\WaterBottle\glTF\WaterBottle_normal.png(2048x2048, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 12 mip levels via stb_image_resize2
[info] texture_manager.cpp:110 | createTexture() | Created texture 'WaterBottle_normal.png' with dimensions 2048x2048
[info] cgltf_material_loader.cpp:28 | loadMaterials() | Successfully loaded 1 material(s) from assets/models\gltf\2.0\WaterBottle\glTF\WaterBottle.gltf
[info] buffer_manager.cpp:73 | createVertexBuffer() | Created vertex buffer 'VertexBuffer_WaterBottle' with 2549 vertices
[info] buffer_manager.cpp:120 | createIndexBuffer() | Created index buffer 'IndexBuffer_WaterBottle' with 13530 indices
[info] buffer_manager.cpp:164 | createUniformBuffer() | Created uniform buffer 'transform_matrix_WaterBottle' with size 64 bytes
[debug] cgltf_render_model_loader.cpp:104 | loadRenderModel() | Created transform matrix buffer for mesh WaterBottle
[info] asset_loader.h:282 | loadModelInternal_() | Successfully loaded GPU model: assets/models\gltf\2.0\WaterBottle\glTF\WaterBottle.gltf
[info] component_loaders.cpp:261 | operator () | Async model load completed (GPU=yes) for: assets/models\gltf\2.0\WaterBottle\glTF\WaterBottle.gltf
[debug] bounding_volume_system.cpp:27 | update() | Added WorldBounds component to entity 0
[info] asset_loader.h:277 | loadModelInternal_() | Loading model: assets/models/gltf/2.0/Avocado\glTF\Avocado.gltf
[debug] bounding_volume_system.cpp:73 | updateEntityWorldBounds_() | BoundingVolumeSystem: Updated world bounds forentity 0 using model: assets/models\gltf\2.0\WaterBottle\glTF\WaterBottle.gltf
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 10 attributes
[info] base_pass.cpp:318 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 10 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 5
[debug] cgltf_model_loader.cpp:485 | processBoundingBox() | Bounding box extracted from GLTF accessor data
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[debug] cgltf_model_loader.cpp:78 | loadModel() | Mesh 'Avocado' bounding box: min(-0.02128091, -4.773855e-05, -0.013809) max(0.02128091, 0.06284806, 0.013809001)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 2: 4 bindings
[info] cgltf_model_loader.cpp:97 | loadModel() | Model 'Avocado.gltf' combined bounding box calculated from 1 meshes
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] cgltf_material_loader.cpp:17 | loadMaterials() | Loading materials from assets/models/gltf/2.0/Avocado\glTF\Avocado.gltf
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 1: BufferSrv (count: 1)
[warning] cgltf_material_loader.cpp:90 | loadTextures() | Image is null for base color texture
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 2: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 3: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 3: 4 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 1: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 2: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 3: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 4: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: Sampler (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 5 descriptor set layouts
[info] base_pass.cpp:375 | prepareDrawCalls_() | BasePass: Created pipeline with 5 automatically generated descriptor sets
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/models/gltf/2.0/Avocado\glTF\Avocado_baseColor.png (2048x2048, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 12 mip levels via stb_image_resize2
[info] texture_manager.cpp:110 | createTexture() | Created texture 'Avocado_baseColor.png' with dimensions 2048x2048
[warning] cgltf_material_loader.cpp:109 | loadTextures() | Image is null for metallic roughness texture
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/models/gltf/2.0/Avocado\glTF\Avocado_roughnessMetallic.png (2048x2048, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 12 mip levels via stb_image_resize2
[info] texture_manager.cpp:110 | createTexture() | Created texture 'Avocado_roughnessMetallic.png' with dimensions 2048x2048
[warning] cgltf_material_loader.cpp:128 | loadTextures() | Image is null for normal map texture
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/models/gltf/2.0/Avocado\glTF\Avocado_normal.png (2048x2048, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 12 mip levels via stb_image_resize2
[info] texture_manager.cpp:110 | createTexture() | Created texture 'Avocado_normal.png' with dimensions 2048x2048
[info] cgltf_material_loader.cpp:28 | loadMaterials() | Successfully loaded 1 material(s) from assets/models/gltf/2.0/Avocado\glTF\Avocado.gltf
[info] buffer_manager.cpp:73 | createVertexBuffer() | Created vertex buffer 'VertexBuffer_Avocado' with 406 vertices
[info] buffer_manager.cpp:120 | createIndexBuffer() | Created index buffer 'IndexBuffer_Avocado' with 2046 indices
[info] buffer_manager.cpp:164 | createUniformBuffer() | Created uniform buffer 'transform_matrix_Avocado' with size64 bytes
[debug] cgltf_render_model_loader.cpp:104 | loadRenderModel() | Created transform matrix buffer for mesh Avocado
[info] asset_loader.h:282 | loadModelInternal_() | Successfully loaded GPU model: assets/models/gltf/2.0/Avocado\glTF\Avocado.gltf
[info] component_loaders.cpp:261 | operator () | Async model load completed (GPU=yes) for: assets/models/gltf/2.0/Avocado\glTF\Avocado.gltf
[info] asset_loader.h:277 | loadModelInternal_() | Loading model: assets/models/gltf/2.0/TwoSidedPlane/glTF/TwoSidedPlane.gltf
[debug] bounding_volume_system.cpp:27 | update() | Added WorldBounds component to entity 1
[debug] bounding_volume_system.cpp:73 | updateEntityWorldBounds_() | BoundingVolumeSystem: Updated world bounds forentity 1 using model: assets/models/gltf/2.0/Avocado\glTF\Avocado.gltf
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 10 attributes
[info] base_pass.cpp:318 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 10 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[debug] cgltf_model_loader.cpp:485 | processBoundingBox() | Bounding box extracted from GLTF accessor data
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 5
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[debug] cgltf_model_loader.cpp:78 | loadModel() | Mesh 'TwoSidedPlane' bounding box: min(-1, 0, -1) max(1, 0, 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] cgltf_model_loader.cpp:97 | loadModel() | Model 'TwoSidedPlane.gltf' combined bounding box calculated from 1meshes
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] cgltf_material_loader.cpp:17 | loadMaterials() | Loading materials from assets/models/gltf/2.0/TwoSidedPlane/glTF/TwoSidedPlane.gltf
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 2: 4 bindings
[warning] cgltf_material_loader.cpp:90 | loadTextures() | Image is null for base color texture
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 1: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 2: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 3: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 3: 4 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 1: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 2: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 3: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 4: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: Sampler (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 5 descriptor set layouts
[info] base_pass.cpp:375 | prepareDrawCalls_() | BasePass: Created pipeline with 5 automatically generated descriptor sets
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/models/gltf/2.0/TwoSidedPlane/glTF\TwoSidedPlane_BaseColor.png (256x256, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 9 mip levels via stb_image_resize2
[info] texture_manager.cpp:110 | createTexture() | Created texture 'TwoSidedPlane_BaseColor.png' with dimensions 256x256
[warning] cgltf_material_loader.cpp:109 | loadTextures() | Image is null for metallic roughness texture
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/models/gltf/2.0/TwoSidedPlane/glTF\TwoSidedPlane_MetallicRoughness.png (256x256, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 9 mip levels via stb_image_resize2
[info] texture_manager.cpp:110 | createTexture() | Created texture 'TwoSidedPlane_MetallicRoughness.png' with dimensions 256x256
[warning] cgltf_material_loader.cpp:128 | loadTextures() | Image is null for normal map texture
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/models/gltf/2.0/TwoSidedPlane/glTF\TwoSidedPlane_Normal.png (256x256, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 9 mip levels via stb_image_resize2
[info] texture_manager.cpp:110 | createTexture() | Created texture 'TwoSidedPlane_Normal.png' with dimensions 256x256
[info] cgltf_material_loader.cpp:28 | loadMaterials() | Successfully loaded 1 material(s) from assets/models/gltf/2.0/TwoSidedPlane/glTF/TwoSidedPlane.gltf
[info] buffer_manager.cpp:73 | createVertexBuffer() | Created vertex buffer 'VertexBuffer_TwoSidedPlane' with 6 vertices
[info] buffer_manager.cpp:120 | createIndexBuffer() | Created index buffer 'IndexBuffer_TwoSidedPlane' with 6 indices
[info] buffer_manager.cpp:164 | createUniformBuffer() | Created uniform buffer 'transform_matrix_TwoSidedPlane' with size 64 bytes
[debug] cgltf_render_model_loader.cpp:104 | loadRenderModel() | Created transform matrix buffer for mesh TwoSidedPlane
[info] asset_loader.h:282 | loadModelInternal_() | Successfully loaded GPU model: assets/models/gltf/2.0/TwoSidedPlane/glTF/TwoSidedPlane.gltf
[info] component_loaders.cpp:261 | operator () | Async model load completed (GPU=yes) for: assets/models/gltf/2.0/TwoSidedPlane/glTF/TwoSidedPlane.gltf
[info] asset_loader.h:277 | loadModelInternal_() | Loading model: assets/models\gltf\2.0\SciFiHelmet\glTF\SciFiHelmet.gltf
[debug] bounding_volume_system.cpp:27 | update() | Added WorldBounds component to entity 4
[debug] bounding_volume_system.cpp:73 | updateEntityWorldBounds_() | BoundingVolumeSystem: Updated world bounds forentity 4 using model: assets/models/gltf/2.0/TwoSidedPlane/glTF/TwoSidedPlane.gltf
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 10 attributes
[info] base_pass.cpp:318 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 10 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 5
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 2: 4 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 1: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 2: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 3: BufferSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 3: 4 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 1: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 2: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 3: TextureSrv (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 4: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: Sampler (count: 1)
[info] pipeline_layout_manager.cpp:23 | createAndManageLayouts() | Created and managing 5 descriptor set layouts
[info] base_pass.cpp:375 | prepareDrawCalls_() | BasePass: Created pipeline with 5 automatically generated descriptor sets
[debug] cgltf_model_loader.cpp:485 | processBoundingBox() | Bounding box extracted from GLTF accessor data
[debug] cgltf_model_loader.cpp:78 | loadModel() | Mesh 'SciFiHelmet' bounding box: min(-1.1511525, -1.4587183, -1.2511287) max(1.1511525, 1.4587184, 1.2511277)
[info] cgltf_model_loader.cpp:97 | loadModel() | Model 'SciFiHelmet.gltf' combined bounding box calculated from 1 meshes
[info] cgltf_material_loader.cpp:17 | loadMaterials() | Loading materials from assets/models\gltf\2.0\SciFiHelmet\glTF\SciFiHelmet.gltf
[warning] cgltf_material_loader.cpp:90 | loadTextures() | Image is null for base color texture
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/models\gltf\2.0\SciFiHelmet\glTF\SciFiHelmet_BaseColor.png (2048x2048, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 12 mip levels via stb_image_resize2
[info] texture_manager.cpp:110 | createTexture() | Created texture 'SciFiHelmet_BaseColor.png' with dimensions 2048x2048
[warning] cgltf_material_loader.cpp:109 | loadTextures() | Image is null for metallic roughness texture
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/models\gltf\2.0\SciFiHelmet\glTF\SciFiHelmet_MetallicRoughness.png (2048x2048, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 12 mip levels via stb_image_resize2
[info] texture_manager.cpp:110 | createTexture() | Created texture 'SciFiHelmet_MetallicRoughness.png' with dimensions 2048x2048
[warning] cgltf_material_loader.cpp:128 | loadTextures() | Image is null for normal map texture
[debug] stb_util.cpp:124 | loadImageData_() | Loaded assets/models\gltf\2.0\SciFiHelmet\glTF\SciFiHelmet_Normal.png(2048x2048, RGBA, 8 bpc)
[debug] stb_util.cpp:194 | generateMipmaps_() | Generated 12 mip levels via stb_image_resize2
[info] texture_manager.cpp:110 | createTexture() | Created texture 'SciFiHelmet_Normal.png' with dimensions 2048x2048
[info] cgltf_material_loader.cpp:28 | loadMaterials() | Successfully loaded 1 material(s) from assets/models\gltf\2.0\SciFiHelmet\glTF\SciFiHelmet.gltf
[info] buffer_manager.cpp:73 | createVertexBuffer() | Created vertex buffer 'VertexBuffer_SciFiHelmet' with 70074 vertices
[info] buffer_manager.cpp:120 | createIndexBuffer() | Created index buffer 'IndexBuffer_SciFiHelmet' with 70074 indices
[info] buffer_manager.cpp:164 | createUniformBuffer() | Created uniform buffer 'transform_matrix_SciFiHelmet' with size 64 bytes
[debug] cgltf_render_model_loader.cpp:104 | loadRenderModel() | Created transform matrix buffer for mesh SciFiHelmet
[info] asset_loader.h:282 | loadModelInternal_() | Successfully loaded GPU model: assets/models\gltf\2.0\SciFiHelmet\glTF\SciFiHelmet.gltf
[info] component_loaders.cpp:261 | operator () | Async model load completed (GPU=yes) for: assets/models\gltf\2.0\SciFiHelmet\glTF\SciFiHelmet.gltf
[info] asset_loader.h:277 | loadModelInternal_() | Loading model: assets/models\gltf\2.0\Duck\glTF\Duck.gltf
[debug] bounding_volume_system.cpp:27 | update() | Added WorldBounds component to entity 6
[debug] bounding_volume_system.cpp:73 | updateEntityWorldBounds_() | BoundingVolumeSystem: Updated world bounds forentity 6 using model: assets/models\gltf\2.0\SciFiHelmet\glTF\SciFiHelmet.gltf
[info] vertex_input_builder.cpp:176 | createFromReflection() | Created vertex input layout: 2 bindings, 10 attributes
[info] base_pass.cpp:318 | prepareDrawCalls_() | Generated vertex input from shader reflection: 2 bindings, 10 attributes
[info] pipeline_utils.cpp:26 | generatePipelineLayoutFromShaders() | Generated pipeline layout from shader reflection:
[info] shader_reflection_utils.cpp:11 | logPipelineLayoutContents() | Pipeline Layout Description:
[info] shader_reflection_utils.cpp:12 | logPipelineLayoutContents() |   Push Constant Size: 0 bytes
[info] shader_reflection_utils.cpp:13 | logPipelineLayoutContents() |   Descriptor Sets: 5
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 0: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 1: 1 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
[info] shader_reflection_utils.cpp:17 | logPipelineLayoutContents() |     Set 2: 4 bindings
[info] shader_reflection_utils.cpp:20 | logPipelineLayoutContents() |       Binding 0: UniformBuffer (count: 1)
